Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price
Honda,Sports Car,07-Apr-2011,1yr 19days COE left),N.A,N.A,N.A,N.A,43212,1496,1160,2010,Auto,35477,21287,83,4,N.A
Hyundai,Mid-Sized Sedan,09-Jun-2012,2yrs 2mths 21days COE left),N.A,N.A,738,N.A,52392,1591,1267,2012,Auto,11293,11293,95,2,N.A
Volkswagen,Hatchback,21-Apr-2010,5yrs  COE left),N.A,N.A,620,N.A,N.A,1390,1241,2010,Auto,21766,21766,90,2,N.A
Mercedes-Benz,SUV,22-Aug-2017,7yrs 5mths 3days COE left),N.A,N.A,740,N.A,45201,1595,1435,2017,Auto,29253,27955,90,1,N.A
Volvo,SUV,11-May-2018,8yrs 1mth 22days COE left),15530,10000,1176,56412,39000,1969,1692,2018,Auto,29166,32833,185,1,143000
Porsche,Sports Car,06-Jan-2011,9mths 18days COE left),N.A,N.A,3332,N.A,42501,3605,1760,2010,Auto,102268,102268,224,4,N.A
Toyota,Truck,28-Jun-2016,6yrs 3mths 9days COE left),N.A,N.A,N.A,N.A,18203,2982,1760,2016,Manual,24944,1248,1,N.A,N.A
Mazda,Sports Car,29-Apr-2016,6yrs 1mth 10days COE left),N.A,N.A,1210,N.A,47510,1998,1080,2015,Auto,34409,40173,118,2,N.A
Mitsubishi,Bus/Mini Bus,03-Nov-2009,9yrs 7mths 15days COE left),7060,N.A,N.A,25346,26312,4899,4080,2008,Manual,85239,4262,4,N.A,68000
Land,SUV,12-Aug-2015,5yrs 4mths 24days COE left),N.A,N.A,1212,N.A,58109,1999,1720,2015,Auto,56993,74588,177,1,N.A
BMW,Sports Car,16-May-2012,2yrs 1mth 27days COE left),N.A,N.A,1210,N.A,92050,1997,1420,2011,Auto,52728,52728,180,2,N.A
Mazda,Sports Car,19-Jan-2016,5yrs 10mths  COE left),11580,43132,1210,62869,58190,1998,1080,2015,Auto,33218,38506,118,3,86888
Toyota,MPV,25-Feb-2010,10yrs  COE left),5980,137000,974,N.A,N.A,1797,1340,2009,Auto,22493,22493,106,2,59800
Mercedes-Benz,Luxury Sedan,08-Oct-2018,8yrs 6mths 19days COE left),12090,14000,740,56190,37000,1595,1430,2018,Auto,29059,32683,90,1,119888
Kia,Mid-Sized Sedan,22-Jan-2019,8yrs 10mths 3days COE left),N.A,N.A,738,N.A,23568,1591,1287,2018,Auto,11173,11173,93,1,N.A
Volkswagen,Sports Car,24-Jul-2012,2yrs 4mths 5days COE left),9910,110000,620,35968,62600,1390,1503,2012,Auto,35450,35450,118,1,41000
Toyota,Stationwagon,18-Dec-2015,5yrs 8mths 29days COE left),N.A,N.A,682,N.A,56989,1496,1140,2015,Auto,15185,5185,80,1,N.A
Mitsubishi,Mid-Sized Sedan,26-Feb-2007,1yr 11mths 7days COE left),N.A,N.A,954,N.A,25197,1584,1162,2006,Auto,11969,13166,79,2,N.A
BMW,Luxury Sedan,31-Mar-2014,4yrs 12days COE left),N.A,N.A,742,N.A,72290,1598,1405,2013,Auto,36263,32769,100,3,N.A
Lexus,Luxury Sedan,29-Apr-2011,1yr 1mth 10days COE left),N.A,N.A,1800,N.A,67009,2500,1625,2010,Auto,38280,38280,153,1,N.A
Toyota,MPV,28-Sep-2006,1yr 6mths 9days COE left),N.A,N.A,2293,N.A,28418,2362,1710,2006,Auto,30007,33008,125,4,N.A
Honda,Hatchback,05-Feb-2010,4yrs 10mths 17days COE left),N.A,N.A,590,N.A,16519,1339,1010,2008,Auto,11832,11832,73,2,N.A
Mercedes-Benz,Luxury Sedan,03-Mar-2010,10yrs  COE left),7580,129000,974,N.A,N.A,1796,1650,2009,Auto,52997,52997,150,3,75800
Lexus,Luxury Sedan,18-Jan-2008,2yrs 1mth 12days COE left),10860,169000,2160,11014,26004,2500,1625,2007,Auto,36637,40301,153,3,23000
Mercedes-Benz,Luxury Sedan,24-Jul-2018,8yrs 4mths 5days COE left),18310,135000,1202,89212,42322,1991,1605,2018,Auto,55451,71812,135,1,188888
Toyota,Mid-Sized Sedan,01-Feb-2010,4yrs 10mths 13days COE left),N.A,N.A,684,N.A,16184,1497,1095,2009,Auto,12288,12288,80,1,N.A
Lexus,Luxury Sedan,26-Feb-2010,10yrs  COE left),N.A,N.A,2380,N.A,N.A,2995,1660,2010,Auto,54324,54324,183,3,N.A
Kia,Mid-Sized Sedan,21-Mar-2016,6yrs 2days COE left),8040,57684,738,39775,45000,1591,1295,2016,Auto,16984,16984,95,1,56800
Mercedes-Benz,Luxury Sedan,24-Jul-2018,8yrs 4mths 5days COE left),18430,11000,1202,89212,42322,1991,1605,2018,Auto,55451,71812,135,1,189888
Mitsubishi,SUV,23-May-2016,6yrs 2mths 4days COE left),10830,82870,1636,48425,49602,2360,1530,2016,Auto,22635,23689,123,2,78800
Toyota,Van,13-Feb-2020,9yrs 10mths 25days COE left),8270,N.A,N.A,22402,22600,2754,1800,2018,Auto,43554,2178,1,N.A,82000
Volkswagen,Hatchback,13-Apr-2010,5yrs  COE left),N.A,N.A,620,N.A,N.A,1390,1129,2010,Auto,15071,15071,63,2,N.A
Toyota,Mid-Sized Sedan,31-Jul-2013,3yrs 4mths 12days COE left),N.A,N.A,742,N.A,64209,1598,1195,2013,Auto,15084,15084,90,1,N.A
Nissan,Van,23-Aug-2018,8yrs 5mths 4days COE left),5900,33000,N.A,25224,29902,1461,1260,2017,Manual,20486,1025,1,N.A,49800
Toyota,Mid-Sized Sedan,05-Jul-2010,5yrs  COE left),6760,N.A,742,N.A,N.A,1598,1195,2010,Auto,16680,16680,80,2,33800
MINI,Sports Car,09-Oct-2009,9yrs 6mths 12days COE left),6770,102000,816,28136,29485,1598,1155,2009,Auto,34078,34078,128,2,64555
Toyota,SUV,06-Jan-2017,6yrs 9mths 18days COE left),N.A,N.A,1196,N.A,56206,1986,1580,2016,Auto,28705,27187,111,1,N.A
Honda,MPV,12-Feb-2020,9yrs 10mths 24days COE left),9010,N.A,682,46658,30890,1496,N.A,2019,Auto,28140,21396,101,1,100000
Jaguar,Luxury Sedan,14-Jul-2016,6yrs 3mths 25days COE left),13590,60000,1212,80320,56002,1999,1660,2016,Auto,48484,59878,177,1,115900
BMW,Hatchback,30-Sep-2013,3yrs 6mths 11days COE left),N.A,N.A,742,N.A,83751,1598,1310,2013,Auto,29789,23705,100,2,N.A
Hyundai,Mid-Sized Sedan,13-Feb-2009,3yrs 10mths 25days COE left),N.A,N.A,812,N.A,12864,1591,1264,2009,Auto,11740,11740,89,4,N.A
Daihatsu,SUV,07-Feb-2007,1yr 10mths 19days COE left),N.A,N.A,887,N.A,25197,1495,1140,2006,Manual,15677,14858,77,1,N.A
Mitsubishi,Mid-Sized Sedan,30-Jul-2008,3yrs 4mths 11days COE left),8320,N.A,821,12504,18583,1499,1313,2008,Auto,16785,16785,80,3,28000
BMW,Luxury Sedan,15-Apr-2016,6yrs 27days COE left),13560,81000,1210,65728,47510,1997,1615,2016,Auto,40816,49143,135,1,106988
Mercedes-Benz,Hatchback,31-Aug-2012,2yrs 5mths 12days COE left),N.A,N.A,740,N.A,62600,1595,1425,2012,Auto,27300,27300,115,2,N.A
Ford,Sports Car,14-Sep-2017,7yrs 5mths 26days COE left),N.A,N.A,1520,N.A,49000,2261,1560,2017,Manual,34435,40209,257,2,N.A
Toyota,Bus/Mini Bus,24-Dec-2014,4yrs 9mths 5days COE left),8970,N.A,N.A,23796,49889,2982,2140,2014,Auto,40859,2043,2,N.A,42800
Honda,Hatchback,11-Mar-2015,4yrs 11mths 20days COE left),N.A,N.A,684,N.A,57199,1498,1046,2015,Auto,15274,5274,96,2,N.A
Toyota,Bus/Mini Bus,05-May-2014,4yrs 1mth 16days COE left),9630,N.A,N.A,10056,24339,2982,2200,2014,Auto,38054,1903,2,N.A,39800
Chevrolet,Mid-Sized Sedan,28-Feb-2011,11mths 9days COE left),N.A,N.A,742,N.A,42999,1598,1388,2010,Auto,13113,13113,91,1,N.A
Land,SUV,06-Aug-2015,5yrs 4mths 18days COE left),N.A,N.A,3476,N.A,69001,2993,2183,2015,Auto,94347,141825,225,1,N.A
Hyundai,Mid-Sized Sedan,25-Oct-2018,8yrs 7mths 6days COE left),N.A,N.A,238,N.A,8556,1591,1345,2018,Auto,14562,14562,93,1,N.A
Toyota,Van,08-Mar-2018,7yrs 11mths 18days COE left),6750,57000,N.A,26603,33357,2982,1780,2017,Auto,32697,1635,1,N.A,53800
Kia,Mid-Sized Sedan,12-Sep-2019,9yrs 5mths 24days COE left),8370,9688,738,39744,26667,1591,1287,2019,Auto,19248,19248,93,1,89088
BMW,Luxury Sedan,23-Sep-2011,1yr 6mths 4days COE left),14600,140000,1796,33406,64889,2497,1650,2011,Auto,42864,42864,150,1,43555
Honda,Mid-Sized Sedan,24-Jul-1998,3yrs 13days COE left),5530,N.A,1023,11922,19637,1493,N.A,1998,Auto,15499,21699,5,N.A,16800
Lexus,Luxury Sedan,29-Jun-2015,5yrs 3mths 10days COE left),N.A,N.A,1792,N.A,75002,2494,1615,2015,Auto,34805,40727,135,1,N.A
Jaguar,Luxury Sedan,31-Jan-2018,7yrs 10mths 12days COE left),11840,N.A,1210,70474,48011,1998,1679,2017,Auto,36829,43561,147,1,115000
Mazda,Hatchback,08-Sep-2017,7yrs 5mths 20days COE left),8040,46000,682,37703,36001,1496,1329,2017,Auto,19381,14381,88,1,67300
Mazda,Hatchback,17-Nov-2014,4yrs 7mths 29days COE left),N.A,N.A,682,N.A,64900,1496,1343,2014,Auto,17876,7876,88,1,N.A
Hyundai,SUV,13-Mar-2019,8yrs 11mths 22days COE left),N.A,N.A,738,N.A,36961,1591,1594,2019,Auto,22225,23115,130,1,N.A
Mazda,Luxury Sedan,12-Jul-2017,7yrs 3mths 23days COE left),9740,29339,1786,59846,52000,2488,1515,2017,Auto,26470,29058,141,1,85800
Mercedes-Benz,Hatchback,28-Mar-2017,7yrs 9days COE left),10510,34000,740,50923,50991,1595,1395,2016,Auto,23657,20120,90,1,83888
Toyota,Luxury Sedan,17-Jun-2014,4yrs 2mths 29days COE left),N.A,N.A,1210,N.A,67304,1998,1445,2014,Auto,25466,27653,109,1,N.A
Honda,Hatchback,06-Feb-2020,9yrs 10mths 18days COE left),6540,50,578,34297,30010,1317,N.A,2019,Auto,16143,6143,73,1,67800
Toyota,MPV,19-Nov-2015,5yrs 8mths  COE left),11790,61978,1196,59481,65501,1986,1600,2015,Auto,26967,29754,112,2,81800
Honda,Hatchback,08-Mar-2019,8yrs 11mths 17days COE left),N.A,N.A,578,N.A,25501,1317,1030,2018,Auto,15315,5315,73,1,N.A
BMW,Luxury Sedan,07-Oct-2011,1yr 6mths 18days COE left),N.A,N.A,1796,N.A,65589,2497,1650,2011,Auto,47736,47736,150,4,N.A
MINI,Sports Car,10-Mar-2006,11mths 19days COE left),N.A,N.A,1039,N.A,24771,1598,1250,2005,Auto,31726,34899,85,2,N.A
BMW,SUV,09-Sep-2019,9yrs 5mths 21days COE left),18970,7592,1210,91217,39400,1998,1715,2019,Auto,55450,71810,185,1,215800
BMW,Sports Car,24-May-2010,10yrs  COE left),N.A,N.A,3948,N.A,N.A,3999,1675,2009,Auto,75503,75503,309,2,N.A
Audi,Hatchback,29-Jan-2016,5yrs 10mths 10days COE left),9710,77000,624,44856,51301,1395,1300,2015,Auto,26905,19667,92,1,66800
Toyota,Mid-Sized Sedan,20-Dec-2017,7yrs 9mths 1day COE left),7750,32000,682,38211,41761,1496,1090,2016,Auto,17746,7746,80,1,64000
Mercedes-Benz,Luxury Sedan,N.A.,NA,N.A.,N.A,586,N.A,10,1332,N.A,N.A,N.A.,N.A,N.A,N.A,N.A,168800
BMW,Luxury Sedan,26-May-2010,2mths 7days COE left),N.A,N.A,1208,N.A,42001,1995,1390,2010,Auto,32404,32404,115,3,N.A
BMW,Luxury Sedan,27-Jun-2014,4yrs 3mths 8days COE left),14820,N.A,1210,64591,65301,1997,1615,2013,Auto,46697,52376,135,2,89555
BMW,Sports Car,30-Jan-2015,4yrs 10mths 11days COE left),N.A,N.A,1210,N.A,75289,1997,1780,2014,Auto,56563,73814,180,3,N.A
Toyota,Mid-Sized Sedan,16-Mar-2007,1yr 11mths 25days COE left),7930,N.A,965,9845,24715,1598,1115,2007,Auto,15245,16770,81,1,15800
Toyota,MPV,30-Jun-2016,6yrs 3mths 11days COE left),17790,48000,1792,65398,49156,2493,2030,2015,Auto,38575,46005,134,4,134800
Mercedes-Benz,Luxury Sedan,10-Feb-2017,6yrs 10mths 22days COE left),N.A,N.A,1202,N.A,48209,1991,1605,2016,Auto,49517,61324,135,1,N.A
Peugeot,Stationwagon,06-Mar-2015,4yrs 11mths 15days COE left),N.A,N.A,508,N.A,57199,1199,1190,2014,Auto,18113,5000,96,1,N.A
Shacman,Truck,14-Sep-2016,6yrs 5mths 26days COE left),N.A.,N.A,N.A,31168,48001,10824,15400,2015,Auto,113516,5676,1,N.A,N.A
Volkswagen,Sports Car,28-Dec-2009,9yrs 9mths 9days COE left),N.A,N.A,1313,N.A,39313,1984,1339,2009,Auto,32335,32335,155,5,N.A
Toyota,MPV,04-Sep-2013,3yrs 5mths 16days COE left),16680,85000,1638,59092,76607,2362,1970,2013,Auto,41497,50096,125,2,82800
Mercedes-Benz,SUV,30-Jun-2017,7yrs 3mths 11days COE left),N.A,N.A,1202,N.A,52000,1991,1735,2016,Auto,43145,52403,155,1,N.A
Mitsubishi,Mid-Sized Sedan,21-Jan-2008,2yrs 10mths 2days COE left),N.A,N.A,321,N.A,21485,1499,1313,2007,Auto,16146,14813,80,1,N.A
Toyota,SUV,31-Oct-2017,7yrs 7mths 12days COE left),N.A,N.A,1210,N.A,49189,1998,1695,2017,Auto,35785,42099,170,1,N.A
Mercedes-Benz,Sports Car,29-Apr-2011,10yrs  COE left),6400,59998,3164,N.A,N.A,3498,1790,2011,Auto,74378,74378,215,2,63998
Mitsubishi,Mid-Sized Sedan,25-Jul-2018,8yrs 4mths 6days COE left),N.A,N.A,506,N.A,25000,1193,940,2018,Auto,13576,5000,59,1,N.A
Mercedes-Benz,Luxury Sedan,20-May-2015,5yrs 2mths 1day COE left),13410,N.A,1202,71852,70890,1991,1655,2014,Auto,42793,46911,135,1,92800
Nissan,SUV,27-Nov-2015,5yrs 8mths 8days COE left),N.A,N.A,508,N.A,59200,1197,1285,2015,Auto,18413,13413,85,2,N.A
Chevrolet,Mid-Sized Sedan,26-Feb-2010,5yrs  COE left),5200,140811,742,N.A,N.A,1598,1388,2009,Auto,12617,12617,80,3,25998
Hyundai,Mid-Sized Sedan,07-Sep-2018,8yrs 5mths 19days COE left),10090,15807,738,35329,31997,1591,1345,2018,Auto,10942,10942,93,1,90998
Toyota,MPV,10-Sep-2018,8yrs 5mths 22days COE left),8850,21858,682,43199,33798,1496,1350,2018,Auto,19362,19362,79,1,84800
Land,SUV,24-May-2019,9yrs 2mths 5days COE left),N.A,N.A,N.A,N.A,48010,1997,1893,2019,Auto,53999,69199,183,1,N.A
Honda,MPV,21-Jun-2017,7yrs 3mths 2days COE left),N.A,N.A,182,N.A,33110,1496,1700,2017,Auto,30075,34105,110,1,N.A
Hyundai,Luxury Sedan,24-May-2011,1yr 2mths 5days COE left),N.A,N.A,1210,N.A,56300,1998,1490,2010,Auto,17065,17065,121,2,N.A
Hyundai,Stationwagon,31-Mar-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1360,2010,Auto,14481,14481,89,1,N.A
Suzuki,Hatchback,25-Jan-2008,2yrs 10mths 6days COE left),N.A,N.A,883,N.A,21485,1586,1100,2007,Auto,13237,14561,92,3,N.A
Volkswagen,Hatchback,25-Jan-2017,6yrs 10mths 6days COE left),N.A,N.A,624,N.A,50889,1395,1249,2016,Auto,23827,15358,92,1,N.A
Land,SUV,16-Jan-2012,1yr 9mths 28days COE left),N.A,N.A,1212,N.A,64889,1999,1690,2011,Auto,63513,63513,177,3,N.A
Honda,MPV,04-Feb-2010,4yrs 10mths 16days COE left),7940,100118,978,18598,19036,1799,1370,2008,Auto,25402,25402,103,1,38800
Mazda,Luxury Sedan,31-Jul-2018,8yrs 4mths 12days COE left),N.A,N.A,1210,N.A,32809,1998,1515,2018,Auto,21910,22674,121,1,N.A
Jaguar,Luxury Sedan,31-May-2011,1yr 2mths 12days COE left),N.A,N.A,2348,N.A,56490,2967,1735,2011,Auto,56115,56115,175,1,N.A
BMW,SUV,10-Jan-2018,7yrs 9mths 22days COE left),N.A,N.A,684,N.A,45289,1499,1430,2017,Auto,33003,38205,103,1,N.A
Mazda,Mid-Sized Sedan,19-Sep-2016,6yrs 6mths  COE left),8000,70816,682,45177,51506,1496,1321,2016,Auto,20393,15551,88,1,59800
Audi,SUV,02-Feb-2018,7yrs 10mths 14days COE left),N.A,N.A,392,N.A,36890,999,1315,2017,Auto,26365,28911,85,1,N.A
Toyota,MPV,18-May-2017,7yrs 1mth 29days COE left),N.A,N.A,1638,N.A,55414,2362,1770,2016,Auto,36680,43352,125,1,N.A
Mazda,MPV,06-Oct-2015,5yrs 6mths 17days COE left),9470,31000,1210,47171,60001,1998,1535,2015,Auto,18466,18466,111,1,61800
Jaguar,Luxury Sedan,10-Apr-2015,5yrs 22days COE left),N.A.,54188,1212,106076,66751,1999,1729,2015,Auto,69096,96373,177,1,N.A
Honda,SUV,28-Oct-2016,6yrs 7mths 9days COE left),8550,47000,682,43097,50991,1496,1190,2016,Auto,21784,12498,96,1,62800
Honda,Sports Car,02-Apr-2007,7yrs 13days COE left),8640,N.A,1573,35436,50347,1998,1390,2007,Manual,32385,35624,162,5,60788
Honda,Hatchback,14-Feb-2006,10mths 26days COE left),8690,N.A,1154,5133,28218,1668,1360,2005,Auto,20547,22602,96,2,7900
Volkswagen,Sports Car,17-Nov-2017,7yrs 7mths 29days COE left),N.A,N.A,1194,N.A,57414,1984,1408,2017,Auto,34264,39970,169,1,N.A
Volkswagen,MPV,29-Oct-2018,8yrs 7mths 10days COE left),10010,28000,624,46864,33900,1395,1288,2018,Auto,22518,23526,110,1,98000
Toyota,Luxury Sedan,13-Jul-2006,1yr 3mths 24days COE left),N.A,N.A,1694,N.A,25815,1998,1475,2006,Auto,27816,30598,106,1,N.A
Nissan,SUV,03-Dec-2015,5yrs 8mths 14days COE left),N.A,N.A,508,N.A,59200,1197,1285,2015,Auto,18413,13413,85,2,N.A
Mercedes-Benz,SUV,15-Jan-2019,8yrs 9mths 27days COE left),16080,12500,1202,66169,31101,1991,1705,2018,Auto,42569,51597,135,1,167788
Subaru,SUV,31-Mar-2018,8yrs 12days COE left),8920,28500,1208,40027,37010,1995,1591,2018,Auto,13703,13703,110,1,78555
Kia,Sports Car,19-Mar-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1232,2010,Auto,15654,15654,92,4,N.A
Volvo,Luxury Sedan,14-Nov-2017,7yrs 7mths 26days COE left),10710,35000,1176,60453,49996,1969,1557,2017,Auto,26813,29539,180,1,96800
Mercedes-Benz,Luxury Sedan,09-Mar-2018,7yrs 11mths 19days COE left),N.A,N.A,740,N.A,42322,1595,1425,2017,Auto,36252,42753,115,1,N.A
Porsche,SUV,29-Nov-2019,9yrs 8mths 10days COE left),N.A,N.A,1194,N.A,42020,1984,1795,2018,Auto,63964,87136,185,1,N.A
Toyota,Mid-Sized Sedan,09-Jul-2009,4yrs 3mths 20days COE left),N.A,N.A,816,N.A,15256,1598,1195,2009,Auto,17500,15337,80,5,N.A
Toyota,MPV,23-Mar-2010,5yrs  COE left),N.A,N.A,1198,N.A,N.A,1987,1380,2010,Auto,22003,22003,106,1,N.A
BMW,Luxury Sedan,26-Sep-2013,3yrs 6mths 7days COE left),N.A,N.A,742,N.A,77304,1598,1405,2013,Auto,33893,29451,100,1,N.A
Fiat,Van,24-Feb-2011,11mths 5days COE left),N.A,N.A,N.A,N.A,31202,1598,1500,2010,Manual,19687,985,2,N.A,N.A
Mercedes-Benz,Luxury Sedan,11-Jul-2008,8yrs 3mths 22days COE left),N.A,N.A,1169,N.A,36888,1796,1485,2008,Auto,37047,37047,115,5,N.A
Mitsubishi,Mid-Sized Sedan,03-Apr-2007,2yrs 15days COE left),N.A,N.A,954,N.A,25115,1584,1162,2007,Manual,10070,7581,79,4,N.A
Mitsubishi,Mid-Sized Sedan,07-Jan-2009,8yrs 9mths 13days COE left),N.A,N.A,752,N.A,27571,1499,1313,2008,Auto,19938,19938,80,3,N.A
BMW,Luxury Sedan,27-Jun-2011,1yr 3mths 8days COE left),N.A,N.A,1796,N.A,67700,2497,1650,2011,Auto,50153,50153,150,1,N.A
Mercedes-Benz,Luxury Sedan,11-May-2012,2yrs 1mth 22days COE left),N.A,N.A,974,N.A,92010,1796,1650,2011,Auto,49912,49912,150,4,N.A
Toyota,SUV,28-Aug-2006,6yrs 4mths 13days COE left),6090,117000,955,31556,49519,1495,1150,2006,Auto,16237,17861,80,3,38800
Maserati,SUV,15-Aug-2018,8yrs 4mths 27days COE left),30660,19800,3466,118127,33420,2987,2205,2017,Auto,82228,120011,202,2,318000
Mercedes-Benz,Luxury Sedan,25-Feb-2014,3yrs 11mths 6days COE left),14760,83000,1202,68275,78700,1991,1680,2013,Auto,50187,57337,155,2,86833
Toyota,Mid-Sized Sedan,09-Feb-2010,4yrs 10mths 21days COE left),N.A,N.A,684,N.A,16519,1497,1095,2009,Auto,12717,12717,80,2,N.A
BMW,MPV,29-May-2017,7yrs 2mths 10days COE left),N.A,N.A,1182,N.A,51106,1496,1480,2017,Auto,32369,27317,85,1,N.A
BMW,Luxury Sedan,30-Jun-2015,5yrs 3mths 11days COE left),13860,75000,1210,69391,75801,1997,1615,2014,Auto,37219,39107,135,1,92800
Toyota,MPV,11-Apr-2017,7yrs 23days COE left),14420,20500,1638,67526,52807,2362,1775,2017,Auto,34489,40285,125,1,121999
Toyota,Mid-Sized Sedan,13-Jan-2017,6yrs 9mths 25days COE left),N.A,N.A,742,N.A,50101,1598,1215,2016,Auto,19990,19990,90,2,N.A
Volkswagen,Sports Car,14-Apr-2010,26days COE left),N.A.,110000,620,12322,18150,1390,1285,2010,Auto,24385,24385,118,2,16888
Mercedes-Benz,Luxury Sedan,23-Jun-2016,6yrs 3mths 4days COE left),N.A,N.A,1202,N.A,55100,1991,1680,2015,Auto,53339,68011,155,1,N.A
Mercedes-Benz,SUV,06-Nov-2019,9yrs 7mths 18days COE left),N.A,N.A,1202,N.A,37912,1991,1785,2019,Auto,51669,65005,155,1,N.A
Toyota,Truck,27-Jun-2014,4yrs 3mths 8days COE left),N.A,N.A,N.A,N.A,37589,2982,2300,2014,Manual,27856,1393,1,N.A,N.A
Volkswagen,Hatchback,29-Jun-2016,6yrs 3mths 10days COE left),N.A,N.A,624,N.A,53694,1395,1249,2016,Auto,20402,10563,92,2,N.A
Kia,Mid-Sized Sedan,26-Feb-2010,10yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1251,2009,Auto,11245,11245,92,2,N.A
Audi,SUV,24-Aug-2010,10yrs  COE left),N.A,N.A,2694,N.A,N.A,3197,1795,2010,Auto,53275,53275,199,2,N.A
Mercedes-Benz,Luxury Sedan,16-Nov-2017,7yrs 7mths 28days COE left),12880,77339,740,71427,49996,1595,1425,2017,Auto,37239,44135,115,1,120800
Mercedes-Benz,Luxury Sedan,17-Oct-2011,1yr 6mths 28days COE left),N.A,N.A,742,N.A,48006,1597,1500,2011,Auto,31019,31019,115,1,N.A
Audi,Sports Car,22-Jan-2016,5yrs 10mths 3days COE left),16720,80000,1194,74880,54920,1984,1410,2015,Auto,46434,57008,169,1,126333
Mercedes-Benz,Hatchback,21-Dec-2016,6yrs 9mths 2days COE left),N.A,N.A,740,N.A,51506,1595,1395,2016,Auto,22609,18653,90,1,N.A
Nissan,SUV,14-Mar-2016,5yrs 11mths 23days COE left),8690,78000,508,37041,45000,1197,1285,2015,Auto,18454,13454,85,1,58800
Mazda,Mid-Sized Sedan,24-Mar-2010,5days COE left),N.A,N.A,742,N.A,20802,1598,1275,2009,Auto,20611,20611,77,3,N.A
Honda,Hatchback,29-Dec-2008,3yrs 8mths 12days COE left),N.A,N.A,708,N.A,14835,1339,1010,2008,Auto,12084,12084,73,4,N.A
Toyota,Mid-Sized Sedan,02-Mar-2010,10yrs  COE left),4980,102600,742,N.A,N.A,1598,1195,2010,Auto,16716,16716,80,3,49800
Honda,SUV,16-Aug-2007,2yrs 4mths 28days COE left),8620,138000,1573,12289,25486,1997,1540,2007,Auto,24053,26459,110,3,20778
Toyota,MPV,22-Nov-2016,6yrs 8mths 3days COE left),N.A,N.A,682,N.A,50991,1496,1320,2016,Auto,21814,12540,80,1,N.A
Mazda,Sports Car,20-Apr-2018,8yrs 1mth 1day COE left),N.A,N.A,1210,N.A,42322,1998,1138,2018,Auto,38149,45409,118,2,N.A
Toyota,MPV,26-Sep-2013,3yrs 6mths 7days COE left),15970,96969,1638,61584,76607,2362,1920,2013,Auto,43728,53220,125,1,82888
Audi,Sports Car,31-May-2013,3yrs 2mths 12days COE left),61530,41835,5834,148105,92667,5204,1675,2013,Auto,182233,182233,404,5,288000
Volkswagen,Others,29-Jul-1972,9yrs 3mths 3days COE left),6370,N.A,N.A,2765,2984,1192,N.A,1972,Manual,N.A,6,N.A,N.A,59000
Ford,Sports Car,15-Sep-2016,6yrs 5mths 27days COE left),20490,6962,1520,75621,57002,2261,1692,2016,Auto,42470,51458,233,1,158800
Honda,SUV,22-Dec-2016,6yrs 9mths 3days COE left),9210,34000,N.A,3750,N.A,1496,1280,2016,Auto,25906,5000,112,1,64800
Hyundai,SUV,02-Mar-2010,5yrs  COE left),N.A,N.A,1210,N.A,N.A,1998,1403,2010,Auto,19142,19142,122,2,N.A
Mitsubishi,Truck,27-Apr-2015,5yrs 1mth 8days COE left),8180,N.A,N.A,3813,7462,2998,2380,2015,Manual,31597,1580,3,N.A,41800
Kia,Sports Car,02-Mar-2011,11mths 11days COE left),N.A,N.A,738,N.A,N.A,1591,N.A,N.A,N.A.,1,N.A,N.A,N.A,N.A
Toyota,MPV,13-Jan-2006,9mths 25days COE left),N.A,N.A,1361,N.A,29308,1794,1300,2005,Auto,22912,25204,97,2,N.A
Volvo,Luxury Sedan,25-Apr-2011,1yr 1mth 6days COE left),N.A,N.A,742,N.A,44000,1596,1627,2011,Auto,39581,39581,132,3,N.A
Honda,SUV,10-Mar-2016,5yrs 11mths 19days COE left),N.A,N.A,682,N.A,43000,1496,1190,2015,Auto,20205,10287,96,1,N.A
BMW,Luxury Sedan,21-Aug-2014,4yrs 5mths 2days COE left),N.A,N.A,1210,N.A,63001,1997,1595,2014,Auto,51334,59402,180,3,N.A
Hyundai,Hatchback,21-Apr-2018,8yrs 1mth 2days COE left),N.A,N.A,600,N.A,42322,1353,1240,2018,Auto,17374,7374,103,1,N.A
Honda,Mid-Sized Sedan,30-Jun-2006,1yr 3mths 11days COE left),9200,N.A,1369,6216,24240,1799,1219,2006,Auto,21767,23944,103,6,11800
BMW,Sports Car,14-Aug-2012,2yrs 4mths 26days COE left),30650,77591,4568,77735,82289,4395,1870,2012,Auto,96567,96567,412,1,122000
Nissan,Truck,26-Dec-2009,4yrs 9mths 7days COE left),4570,270000,N.A,12214,12789,2953,1780,2009,Manual,27868,1394,1,N.A,21800
Honda,MPV,25-Feb-2008,7yrs 11mths 6days COE left),5890,121098,1174,40171,50578,1799,1350,2007,Auto,16474,18122,103,2,46800
Toyota,Mid-Sized Sedan,15-Apr-2010,5yrs  COE left),6760,97500,742,N.A,N.A,1598,1195,2010,Auto,16716,16716,80,3,33800
